"Step","reversed_addition_len_gen_extra_small_deep_decoder_1_fixed - val_loss","reversed_addition_len_gen_extra_small_deep_decoder_1_fixed - val_loss__MIN","reversed_addition_len_gen_extra_small_deep_decoder_1_fixed - val_loss__MAX"
"500","2.0896709632873534","2.0896709632873534","2.0896709632873534"
"1000","2.0496104907989503","2.0496104907989503","2.0496104907989503"
"1500","2.0505659103393556","2.0505659103393556","2.0505659103393556"
"2000","2.03751594543457","2.03751594543457","2.03751594543457"
"2500","2.0346552181243895","2.0346552181243895","2.0346552181243895"
"3000","1.9400381994247438","1.9400381994247438","1.9400381994247438"
"3500","1.8221340990066528","1.8221340990066528","1.8221340990066528"
"4000","1.7947702503204346","1.7947702503204346","1.7947702503204346"
"4500","1.7601748991012574","1.7601748991012574","1.7601748991012574"
"5000","1.74393807888031","1.74393807888031","1.74393807888031"
"5500","1.664588623046875","1.664588623046875","1.664588623046875"
"6000","1.555747265815735","1.555747265815735","1.555747265815735"
"6500","1.5297941303253173","1.5297941303253173","1.5297941303253173"
"7000","1.5097258138656615","1.5097258138656615","1.5097258138656615"
"7500","1.5137936878204346","1.5137936878204346","1.5137936878204346"
"8000","1.5043197774887085","1.5043197774887085","1.5043197774887085"
"8500","1.5417839431762694","1.5417839431762694","1.5417839431762694"
"9000","1.503986849784851","1.503986849784851","1.503986849784851"
"9500","1.4967027854919435","1.4967027854919435","1.4967027854919435"
"10000","1.5133737850189208","1.5133737850189208","1.5133737850189208"
"10500","1.4987502479553223","1.4987502479553223","1.4987502479553223"
"11000","1.504466052055359","1.504466052055359","1.504466052055359"
"11500","1.5358270263671876","1.5358270263671876","1.5358270263671876"
"12000","1.5100255346298217","1.5100255346298217","1.5100255346298217"
"12500","1.511541748046875","1.511541748046875","1.511541748046875"
"13000","1.4949461317062378","1.4949461317062378","1.4949461317062378"
"13500","1.489736566543579","1.489736566543579","1.489736566543579"
"14000","1.4973841857910157","1.4973841857910157","1.4973841857910157"
"14500","1.5060321521759032","1.5060321521759032","1.5060321521759032"
"15000","1.4906828451156615","1.4906828451156615","1.4906828451156615"
"15500","1.5151654815673827","1.5151654815673827","1.5151654815673827"
"16000","1.5003636217117309","1.5003636217117309","1.5003636217117309"
"16500","1.496564235687256","1.496564235687256","1.496564235687256"
"17000","1.4980431652069093","1.4980431652069093","1.4980431652069093"
"17500","1.4859365272521972","1.4859365272521972","1.4859365272521972"
"18000","1.4912868738174438","1.4912868738174438","1.4912868738174438"
"18500","1.490124626159668","1.490124626159668","1.490124626159668"
"19000","1.4868546104431153","1.4868546104431153","1.4868546104431153"
"19500","1.504136357307434","1.504136357307434","1.504136357307434"
"20000","1.4962314748764038","1.4962314748764038","1.4962314748764038"
"20500","1.4883172845840453","1.4883172845840453","1.4883172845840453"
"21000","1.4831114244461059","1.4831114244461059","1.4831114244461059"
"21500","1.506760516166687","1.506760516166687","1.506760516166687"
"22000","1.4835382509231567","1.4835382509231567","1.4835382509231567"
"22500","1.4839314365386962","1.4839314365386962","1.4839314365386962"
"23000","1.4894280672073363","1.4894280672073363","1.4894280672073363"
"23500","1.4876625871658324","1.4876625871658324","1.4876625871658324"
"24000","1.4885779428482055","1.4885779428482055","1.4885779428482055"
"24500","1.4933054590225219","1.4933054590225219","1.4933054590225219"
"25000","1.482932162284851","1.482932162284851","1.482932162284851"
"25500","1.4864164209365844","1.4864164209365844","1.4864164209365844"
"26000","1.4853680419921875","1.4853680419921875","1.4853680419921875"
"26500","1.500946192741394","1.500946192741394","1.500946192741394"
"27000","1.4836774778366089","1.4836774778366089","1.4836774778366089"
"27500","1.4849674558639527","1.4849674558639527","1.4849674558639527"
"28000","1.4870777750015258","1.4870777750015258","1.4870777750015258"
"28500","1.4855062103271484","1.4855062103271484","1.4855062103271484"
"29000","1.4841341638565064","1.4841341638565064","1.4841341638565064"
"29500","1.4877703952789307","1.4877703952789307","1.4877703952789307"
"30000","1.5497722959518432","1.5497722959518432","1.5497722959518432"
"30500","1.4780718898773193","1.4780718898773193","1.4780718898773193"
"31000","1.480290961265564","1.480290961265564","1.480290961265564"
"31500","1.4788386392593384","1.4788386392593384","1.4788386392593384"
"32000","1.4824681901931762","1.4824681901931762","1.4824681901931762"
"32500","1.4985438728332519","1.4985438728332519","1.4985438728332519"
"33000","1.4844442224502563","1.4844442224502563","1.4844442224502563"
"33500","1.474596586227417","1.474596586227417","1.474596586227417"
"34000","1.486537914276123","1.486537914276123","1.486537914276123"
"34500","1.4825701427459717","1.4825701427459717","1.4825701427459717"
"35000","1.4834708786010742","1.4834708786010742","1.4834708786010742"
"35500","1.4801393508911134","1.4801393508911134","1.4801393508911134"
"36000","1.4780508041381837","1.4780508041381837","1.4780508041381837"
"36500","1.4785726976394653","1.4785726976394653","1.4785726976394653"
"37000","1.4757877683639526","1.4757877683639526","1.4757877683639526"
"37500","1.484658546447754","1.484658546447754","1.484658546447754"
"38000","1.4829922580718995","1.4829922580718995","1.4829922580718995"
"38500","1.4820529651641845","1.4820529651641845","1.4820529651641845"
"39000","1.4776057481765748","1.4776057481765748","1.4776057481765748"
"39500","1.482376594543457","1.482376594543457","1.482376594543457"
"40000","1.48496600151062","1.48496600151062","1.48496600151062"
"40500","1.4835341930389405","1.4835341930389405","1.4835341930389405"
"41000","1.4783169603347779","1.4783169603347779","1.4783169603347779"
"41500","1.477024850845337","1.477024850845337","1.477024850845337"
"42000","1.4787412548065186","1.4787412548065186","1.4787412548065186"
"42500","1.481683759689331","1.481683759689331","1.481683759689331"
"43000","1.4793614339828491","1.4793614339828491","1.4793614339828491"
"43500","1.476996088027954","1.476996088027954","1.476996088027954"
"44000","1.4815102005004883","1.4815102005004883","1.4815102005004883"
"44500","1.4793198204040527","1.4793198204040527","1.4793198204040527"
"45000","1.472953610420227","1.472953610420227","1.472953610420227"
"45500","1.4766221952438354","1.4766221952438354","1.4766221952438354"
"46000","1.4773090648651124","1.4773090648651124","1.4773090648651124"
"46500","1.4728941965103148","1.4728941965103148","1.4728941965103148"
"47000","1.4745437240600585","1.4745437240600585","1.4745437240600585"
"47500","1.4777512311935426","1.4777512311935426","1.4777512311935426"
"48000","1.4767779779434205","1.4767779779434205","1.4767779779434205"
"48500","1.4772198247909545","1.4772198247909545","1.4772198247909545"
"49000","1.4808315801620484","1.4808315801620484","1.4808315801620484"
"49500","1.475186676979065","1.475186676979065","1.475186676979065"
"50000","1.477471580505371","1.477471580505371","1.477471580505371"